id_left,left,id_right,right,label
344,"早晚溫差大濕度高，臺南場籲請農友加強水稻稻熱病與白葉枯病防治。
",242,"近期氣候劇烈變化，復以間歇性降雨，籲請農友防治水稻葉稻熱病。臺中區農改場、防檢局及田間好幫手關心您。
",like
344,"早晚溫差大濕度高，臺南場籲請農友加強水稻稻熱病與白葉枯病防治。
",95,"發布本(104)年度第二期作水稻白葉枯病發生預報。桃園區農改場、防檢局及田邊好幫手關心您。
",like
1382,"稻熱病蠢蠢欲動，高雄區農業改良場籲請農友及早防範
",1373,"美濃地區已發生熱稻病，請加強高屏地區防治宣導
",like
1382,"稻熱病蠢蠢欲動，高雄區農業改良場籲請農友及早防範
",940,"發佈水稻葉稻熱病警報
",like
1382,"稻熱病蠢蠢欲動，高雄區農業改良場籲請農友及早防範
",1369,"請農友注意稻熱病防治工作
",like
1382,"稻熱病蠢蠢欲動，高雄區農業改良場籲請農友及早防範
",921,"發佈水稻葉稻熱病疫情警報
",like
1382,"稻熱病蠢蠢欲動，高雄區農業改良場籲請農友及早防範
",949,"桃園場發佈轄區內水稻葉稻熱病發生警報
",like
984,"台中區農業改良場發佈水稻白葉枯病發生警報，呼籲轄區內農友發動共同防治工作，以免農作物遭受病蟲危害損失
",986,"苗栗區農業改良場發佈水稻白葉枯病警報
",like
984,"台中區農業改良場發佈水稻白葉枯病發生警報，呼籲轄區內農友發動共同防治工作，以免農作物遭受病蟲危害損失
",691,"颱風過後連續下雨台南區農改場籲請農友做好水稻白葉枯病防治工作
",like
984,"台中區農業改良場發佈水稻白葉枯病發生警報，呼籲轄區內農友發動共同防治工作，以免農作物遭受病蟲危害損失
",476,"水稻白葉枯病警報
",like
984,"台中區農業改良場發佈水稻白葉枯病發生警報，呼籲轄區內農友發動共同防治工作，以免農作物遭受病蟲危害損失
",816,"近日宜蘭防疫所監測縣內水稻田區，發現白葉枯病已現，籲請農民加強防範工作。宜蘭縣政府、防檢局及田邊好幫手關心您。
",like
984,"台中區農業改良場發佈水稻白葉枯病發生警報，呼籲轄區內農友發動共同防治工作，以免農作物遭受病蟲危害損失
",911,"發佈水稻白葉枯病疫情警報
",like
984,"台中區農業改良場發佈水稻白葉枯病發生警報，呼籲轄區內農友發動共同防治工作，以免農作物遭受病蟲危害損失
",562,"請注意防治白葉枯病  確保水稻產量與品質
",like
1271,"香蕉所籲請蕉農務必做好開花蕉株果房疏果、整梳及套袋工作，以提高蕉果品質。
",179,"蘇迪勒強風豪雨後，籲請農友注意蔬果復育措施減少損失。高雄區農改場、防檢局及田邊好幫手關心您。
",like
806,"水稻水象鼻蟲及螟蟲(二化螟、三化螟)已於田間發生，請加強防治措施，避免損失。
",924,"二期作水稻已陸續完成插秧，請留意防治水稻水象鼻蟲
",like
806,"水稻水象鼻蟲及螟蟲(二化螟、三化螟)已於田間發生，請加強防治措施，避免損失。
",1049,"發佈水稻螟蟲(二化螟蟲、三化螟蟲)及水稻水象鼻蟲防治警報，苗栗場籲請農友注意防治
",like
806,"水稻水象鼻蟲及螟蟲(二化螟、三化螟)已於田間發生，請加強防治措施，避免損失。
",482,"水稻水象鼻蟲發生嚴重請農民加強防治
",like
806,"水稻水象鼻蟲及螟蟲(二化螟、三化螟)已於田間發生，請加強防治措施，避免損失。
",1054,"苗栗地區發布水稻水象鼻蟲及螟蟲(二化螟蟲、三化螟蟲)蟲害防治警報，苗栗區農改場、防檢局及田邊好幫手關心您。
",like
806,"水稻水象鼻蟲及螟蟲(二化螟、三化螟)已於田間發生，請加強防治措施，避免損失。
",55,"苗栗地區發布水稻水象鼻蟲防治警報，籲請農友注意防範。苗栗區農改場、防檢局及田邊好幫手關心您。
",like
806,"水稻水象鼻蟲及螟蟲(二化螟、三化螟)已於田間發生，請加強防治措施，避免損失。
",44,"苗栗地區發布水稻螟蟲(二化螟、三化螟)防治警報，請農友注意防治。苗栗區農改場、防檢局及田邊好幫手關心您。
",like
806,"水稻水象鼻蟲及螟蟲(二化螟、三化螟)已於田間發生，請加強防治措施，避免損失。
",906,"發佈水稻水象鼻蟲疫情警報
",like
806,"水稻水象鼻蟲及螟蟲(二化螟、三化螟)已於田間發生，請加強防治措施，避免損失。
",805,"發佈水稻水象鼻蟲防治警報，苗栗場籲請農友參考警報內容注意防治。
",like
806,"水稻水象鼻蟲及螟蟲(二化螟、三化螟)已於田間發生，請加強防治措施，避免損失。
",484,"發佈水稻二化螟蟲警報
",like
806,"水稻水象鼻蟲及螟蟲(二化螟、三化螟)已於田間發生，請加強防治措施，避免損失。
",858,"水稻水象鼻蟲蠢蠢欲動，注意防治
",like
806,"水稻水象鼻蟲及螟蟲(二化螟、三化螟)已於田間發生，請加強防治措施，避免損失。
",480,"苗栗地區一期水稻栽培插秧期，請農民加強防治水稻水象鼻蟲
",like
806,"水稻水象鼻蟲及螟蟲(二化螟、三化螟)已於田間發生，請加強防治措施，避免損失。
",556,"水稻插秧季節請留意水稻水象鼻蟲為害及防治
",like
1075,"稻熱病現蹤，請農友注意防範。臺東區農改場、防檢局及田邊好幫手關心您。
",434,"稻熱病普遍發生，籲請農友加強防治，臺南區農改場、防檢局及田邊好幫手關心您。
",like
1075,"稻熱病現蹤，請農友注意防範。臺東區農改場、防檢局及田邊好幫手關心您。
",424,"臺南區農改場籲請農友加強防治水稻稻熱病。臺南區農改場、防檢局及田邊好幫手關心您。
",like
1075,"稻熱病現蹤，請農友注意防範。臺東區農改場、防檢局及田邊好幫手關心您。
",305,"天氣陰晴不定，請農友加強稻熱病防治。臺東區農改場、防檢局及田邊好幫手關心您。
",like
103,"桃園市及新竹縣部分鄉鎮區已發生葉稻熱病，為避免病害迅速蔓延，請農友適時防治。桃園區農改場、防檢局及田邊好幫手關心您。
",104,"本場發布水稻葉稻熱病預警，籲請轄區農友注意適時防治。桃園區農業改良場、防檢局及田邊好幫手關心您。
",like
1190,"發佈95/96年期各蕉區葉部病害第 4 次防治情報，請  參考採行。
",1172,"發佈九十二∕九十三年度各蕉區葉部病害第三次防治情報
",like
1190,"發佈95/96年期各蕉區葉部病害第 4 次防治情報，請  參考採行。
",1199,"請宣導蕉農繼續做好香蕉葉部病害(黑星病、葉斑病等) 防治工作，以確保香蕉產量、品質，請查照。
",like
1190,"發佈95/96年期各蕉區葉部病害第 4 次防治情報，請  參考採行。
",1187,"發佈95／96年期各蕉區葉部病害第 1 次防治情報
",like
1190,"發佈95/96年期各蕉區葉部病害第 4 次防治情報，請  參考採行。
",1340,"近來氣候有利香蕉葉部病菌感染及漫延，請進入抽穗期蕉園，掌握時機做好防範工作，以免影響產量及品質。香蕉研究所、防檢局及田邊好幫手關心您。
",like
1190,"發佈95/96年期各蕉區葉部病害第 4 次防治情報，請  參考採行。
",1249,"籲請蕉農繼續注意加強香蕉葉部黑星病防治工作，俾確保提昇蕉株良好發育、蕉果品質及產量。
",like
1190,"發佈95/96年期各蕉區葉部病害第 4 次防治情報，請  參考採行。
",1180,"發佈 94／95 年期各蕉區葉部病害第 4 次防治情報
",like
1190,"發佈95/96年期各蕉區葉部病害第 4 次防治情報，請  參考採行。
",1230,"請蕉農繼續注意香蕉葉部黑星病防治工作，俾確保蕉株良好發育、蕉果品質及產量
",like
1190,"發佈95/96年期各蕉區葉部病害第 4 次防治情報，請  參考採行。
",1243,"請宣導蕉農加強香蕉黑星病防治作業，以確保香蕉良好之品質及產量。
",like
1190,"發佈95/96年期各蕉區葉部病害第 4 次防治情報，請  參考採行。
",1232,"籲請蕉農加強注意香蕉葉部黑星病防治作業，俾確保蕉株良好發育、蕉果品質及產量。
",like
1190,"發佈95/96年期各蕉區葉部病害第 4 次防治情報，請  參考採行。
",1207,"請宣導蕉農持續做好香蕉黑星病及葉斑病等葉部病害防治工作，以確保香蕉正常產量及品質
",like
923,"注意防範蓮花薊馬、斜紋夜盜蟲疫情
",904,"發佈蓮花小黃薊馬蟲害發生疫情警報
",like
1005,"稻熱病進入好發季節，防檢局籲請農友加強防治
",1023,"嘉義市已發現水稻稻熱病發生，籲請農友掌握防治時機。嘉義市政府、防檢局及田邊好幫手關心您
",like
1005,"稻熱病進入好發季節，防檢局籲請農友加強防治
",188,"花蓮區水稻陸續進入分蘗終期或進入抽穗期，花蓮縣動植物防疫所提醒農友把握防治時機，避免穗稻熱病影響產量。花蓮縣動植物防疫所、防檢局及田邊好幫手關心您。
",like
1005,"稻熱病進入好發季節，防檢局籲請農友加強防治
",1007,"乍暖還寒，防檢局籲請農友加強防治稻熱病
",like
1005,"稻熱病進入好發季節，防檢局籲請農友加強防治
",289,"連日降雨且溫差大濕度高，請農友加強防範穗稻熱病，避免產量損失。
",like
1005,"稻熱病進入好發季節，防檢局籲請農友加強防治
",817,"本所近日監測縣內水稻田區，發現已有零星穗稻熱病發生，籲請提醒轄內農民加強穗稻熱病防範工作，宜蘭縣政府、防檢局及田邊好幫手關心您。
",like
1005,"稻熱病進入好發季節，防檢局籲請農友加強防治
",893,"稻熱病已零星發生，屏東縣政府籲請農友加強注意防範稻熱病，屏東縣政府、防檢局及田邊好幫手關心您。
",like
1005,"稻熱病進入好發季節，防檢局籲請農友加強防治
",1010,"提早入梅，請加強防範水稻稻熱病發生
",like
1005,"稻熱病進入好發季節，防檢局籲請農友加強防治
",809,"縣內已有零星稻熱病發生，籲請農友加強稻熱病防範工作。宜蘭縣政府、防檢局及田邊好幫手關心您。
",like
1005,"稻熱病進入好發季節，防檢局籲請農友加強防治
",988,"雨後適合稻熱病發生，請持續進行監測並指導農民防治
",like
1005,"稻熱病進入好發季節，防檢局籲請農友加強防治
",1000,"新聞稿-稻熱病進入好發季節，防檢局籲請農友加強防範
",like
1005,"稻熱病進入好發季節，防檢局籲請農友加強防治
",1015,"稻熱病蠢蠢欲動、防檢局籲請農友加強防範
",like
1005,"稻熱病進入好發季節，防檢局籲請農友加強防治
",1041,"籲請農友注意防治穗稻熱病。臺南市政府、防檢局及田邊好幫手關心您。
",like
144,"高屏地區正值紅豆栽培期，高雄場籲請農友注意根腐病防治。高雄區農改場、防檢局及田邊好幫手關心您。
",151,"大雨過後，高雄場籲請紅豆農友慎防根腐病。高雄區農改場，防檢局及田邊好幫手關心您。
",like
850,"花蓮、宜蘭地區作物病蟲害疫情警報第8號
",542,"氣候持續溼熱，適合水稻白葉枯病、紋枯病的發生與蔓延，臺中區農業改良場提出防治對策，籲請農友掌握防治時機
",like
850,"花蓮、宜蘭地區作物病蟲害疫情警報第8號
",342,"二期作為水稻瘤野螟好發時期，臺南場籲請農友加強防治
",like
850,"花蓮、宜蘭地區作物病蟲害疫情警報第8號
",645,"水稻縱捲葉蟲已開始發生，台南農改場提醒農友注意防治
",like
850,"花蓮、宜蘭地區作物病蟲害疫情警報第8號
",1114,"水稻瘤野螟成蛾陸續羽化,籲請農民掌握防治時機
",like
850,"花蓮、宜蘭地區作物病蟲害疫情警報第8號
",911,"發佈水稻白葉枯病疫情警報
",like
850,"花蓮、宜蘭地區作物病蟲害疫情警報第8號
",936,"發佈轄區水稻縱捲葉蟲害疫情警報
",like
850,"花蓮、宜蘭地區作物病蟲害疫情警報第8號
",562,"請注意防治白葉枯病  確保水稻產量與品質
",like
850,"花蓮、宜蘭地區作物病蟲害疫情警報第8號
",442,"花蓮、宜蘭地區作物病蟲害疫情警報第3號
",like
850,"花蓮、宜蘭地區作物病蟲害疫情警報第8號
",740,"水稻縱捲葉蟲已開始發生　台南農改場提醒農友注意防治
",like
850,"花蓮、宜蘭地區作物病蟲害疫情警報第8號
",529,"二期稻作瘤野螟及紋枯病發生警報
",like
850,"花蓮、宜蘭地區作物病蟲害疫情警報第8號
",628,"正值水稻分蘗期，台南場請農友注意水稻紋枯病防治工作
",like
850,"花蓮、宜蘭地區作物病蟲害疫情警報第8號
",471,"氣候高溫乾燥苗栗區農改場呼籲農友加強防治瘤野螟
",like
850,"花蓮、宜蘭地區作物病蟲害疫情警報第8號
",530,"水稻瘤野螟成蛾陸續羽化，臺中區農業改良場籲請農民掌握成蛾發生盛期後7天進行防治
",like
1088,"一期稻作紋枯病警報
",628,"正值水稻分蘗期，台南場請農友注意水稻紋枯病防治工作
",like
70,"發布苗栗區水稻葉稻熱病防治警報。苗栗區農改場、防檢局及田邊好幫手關心您。
",10,"天氣多變溫差大，近山區及偏施氮肥田區稻熱病發病較為嚴重，籲請農友注意防治。花蓮區農改場、防檢局及田邊好幫手關心您。
",like
899,"屏東縣枋寮鄉5月上旬監測果實蠅密度達紅燈警戒標準，請農民加強防治工作，以降低田間蟲害密度。屏東縣政府、防檢局及田邊好幫手關心您。
",892,"果實蠅密度上升，屏東縣政府籲請農友加強果實蠅防治工作。屏東縣政府、防檢局及田邊好幫手關心您。
",like
899,"屏東縣枋寮鄉5月上旬監測果實蠅密度達紅燈警戒標準，請農民加強防治工作，以降低田間蟲害密度。屏東縣政府、防檢局及田邊好幫手關心您。
",191,"夏季炎熱蟲害密度上升，提醒農友早日預防瓜實蠅、東方果實蠅及斜紋夜蛾。花蓮防疫所、防檢局及田邊好幫手關心您。
",like
899,"屏東縣枋寮鄉5月上旬監測果實蠅密度達紅燈警戒標準，請農民加強防治工作，以降低田間蟲害密度。屏東縣政府、防檢局及田邊好幫手關心您。
",67,"發布苗栗地區東方果實蠅及瓜實蠅害蟲防治警報，請轉知轄區農友注意防範。苗栗區農改場、防檢局及田邊好幫手關心您。
",like
899,"屏東縣枋寮鄉5月上旬監測果實蠅密度達紅燈警戒標準，請農民加強防治工作，以降低田間蟲害密度。屏東縣政府、防檢局及田邊好幫手關心您。
",1037,"近期東方果實蠅田間密度增加，籲請農友加強注意防治。臺中市政府、防檢局及田邊好幫手關心您。
",like
228,"水稻將進入抽穗期，且正值二化螟成蛾盛期，籲請稻農掌握穗稻熱病及二化螟防治時機，台中區農改場、防檢局及田邊好幫手關心您。
",237,"水稻進入抽穗期，且正值二化螟成蛾盛期，籲請稻農掌握穗稻熱病及二化螟防治時機。臺中區農改場、防檢局及田邊好幫手關心您。
",like
228,"水稻將進入抽穗期，且正值二化螟成蛾盛期，籲請稻農掌握穗稻熱病及二化螟防治時機，台中區農改場、防檢局及田邊好幫手關心您。
",243,"水稻進入抽穗期，且正值二化螟成蛾盛期，請稻農掌握穗稻熱病及二化螟防治時機。臺中區農改場、防檢局及田邊好幫手關心您。
",like
1049,"發佈水稻螟蟲(二化螟蟲、三化螟蟲)及水稻水象鼻蟲防治警報，苗栗場籲請農友注意防治
",924,"二期作水稻已陸續完成插秧，請留意防治水稻水象鼻蟲
",like
1049,"發佈水稻螟蟲(二化螟蟲、三化螟蟲)及水稻水象鼻蟲防治警報，苗栗場籲請農友注意防治
",806,"水稻水象鼻蟲及螟蟲(二化螟、三化螟)已於田間發生，請加強防治措施，避免損失。
",like
1049,"發佈水稻螟蟲(二化螟蟲、三化螟蟲)及水稻水象鼻蟲防治警報，苗栗場籲請農友注意防治
",482,"水稻水象鼻蟲發生嚴重請農民加強防治
",like
1049,"發佈水稻螟蟲(二化螟蟲、三化螟蟲)及水稻水象鼻蟲防治警報，苗栗場籲請農友注意防治
",1054,"苗栗地區發布水稻水象鼻蟲及螟蟲(二化螟蟲、三化螟蟲)蟲害防治警報，苗栗區農改場、防檢局及田邊好幫手關心您。
",like
1049,"發佈水稻螟蟲(二化螟蟲、三化螟蟲)及水稻水象鼻蟲防治警報，苗栗場籲請農友注意防治
",55,"苗栗地區發布水稻水象鼻蟲防治警報，籲請農友注意防範。苗栗區農改場、防檢局及田邊好幫手關心您。
",like
1049,"發佈水稻螟蟲(二化螟蟲、三化螟蟲)及水稻水象鼻蟲防治警報，苗栗場籲請農友注意防治
",44,"苗栗地區發布水稻螟蟲(二化螟、三化螟)防治警報，請農友注意防治。苗栗區農改場、防檢局及田邊好幫手關心您。
",like
1049,"發佈水稻螟蟲(二化螟蟲、三化螟蟲)及水稻水象鼻蟲防治警報，苗栗場籲請農友注意防治
",906,"發佈水稻水象鼻蟲疫情警報
",like
1049,"發佈水稻螟蟲(二化螟蟲、三化螟蟲)及水稻水象鼻蟲防治警報，苗栗場籲請農友注意防治
",805,"發佈水稻水象鼻蟲防治警報，苗栗場籲請農友參考警報內容注意防治。
",like
1049,"發佈水稻螟蟲(二化螟蟲、三化螟蟲)及水稻水象鼻蟲防治警報，苗栗場籲請農友注意防治
",484,"發佈水稻二化螟蟲警報
",like
1049,"發佈水稻螟蟲(二化螟蟲、三化螟蟲)及水稻水象鼻蟲防治警報，苗栗場籲請農友注意防治
",858,"水稻水象鼻蟲蠢蠢欲動，注意防治
",like
1049,"發佈水稻螟蟲(二化螟蟲、三化螟蟲)及水稻水象鼻蟲防治警報，苗栗場籲請農友注意防治
",480,"苗栗地區一期水稻栽培插秧期，請農民加強防治水稻水象鼻蟲
",like
1049,"發佈水稻螟蟲(二化螟蟲、三化螟蟲)及水稻水象鼻蟲防治警報，苗栗場籲請農友注意防治
",556,"水稻插秧季節請留意水稻水象鼻蟲為害及防治
",like
89,"桃園及新竹地區水稻瘤野螟(縱捲葉蟲)發生達警報基準，請立即加強防治措施，避免產量損失。桃園農改場、防檢局及田邊好幫手關心您。
",471,"氣候高溫乾燥苗栗區農改場呼籲農友加強防治瘤野螟
",like
296,"連續多日有雨籲請農友加強防治稻熱病及紋枯病。臺東農改場、防檢局及田邊好幫手關心您。
",188,"花蓮區水稻陸續進入分蘗終期或進入抽穗期，花蓮縣動植物防疫所提醒農友把握防治時機，避免穗稻熱病影響產量。花蓮縣動植物防疫所、防檢局及田邊好幫手關心您。
",like
296,"連續多日有雨籲請農友加強防治稻熱病及紋枯病。臺東農改場、防檢局及田邊好幫手關心您。
",289,"連日降雨且溫差大濕度高，請農友加強防範穗稻熱病，避免產量損失。
",like
296,"連續多日有雨籲請農友加強防治稻熱病及紋枯病。臺東農改場、防檢局及田邊好幫手關心您。
",817,"本所近日監測縣內水稻田區，發現已有零星穗稻熱病發生，籲請提醒轄內農民加強穗稻熱病防範工作，宜蘭縣政府、防檢局及田邊好幫手關心您。
",like
296,"連續多日有雨籲請農友加強防治稻熱病及紋枯病。臺東農改場、防檢局及田邊好幫手關心您。
",1010,"提早入梅，請加強防範水稻稻熱病發生
",like
296,"連續多日有雨籲請農友加強防治稻熱病及紋枯病。臺東農改場、防檢局及田邊好幫手關心您。
",809,"縣內已有零星稻熱病發生，籲請農友加強稻熱病防範工作。宜蘭縣政府、防檢局及田邊好幫手關心您。
",like
296,"連續多日有雨籲請農友加強防治稻熱病及紋枯病。臺東農改場、防檢局及田邊好幫手關心您。
",988,"雨後適合稻熱病發生，請持續進行監測並指導農民防治
",like
296,"連續多日有雨籲請農友加強防治稻熱病及紋枯病。臺東農改場、防檢局及田邊好幫手關心您。
",1041,"籲請農友注意防治穗稻熱病。臺南市政府、防檢局及田邊好幫手關心您。
",like
1023,"嘉義市已發現水稻稻熱病發生，籲請農友掌握防治時機。嘉義市政府、防檢局及田邊好幫手關心您
",1005,"稻熱病進入好發季節，防檢局籲請農友加強防治
",like
1023,"嘉義市已發現水稻稻熱病發生，籲請農友掌握防治時機。嘉義市政府、防檢局及田邊好幫手關心您
",188,"花蓮區水稻陸續進入分蘗終期或進入抽穗期，花蓮縣動植物防疫所提醒農友把握防治時機，避免穗稻熱病影響產量。花蓮縣動植物防疫所、防檢局及田邊好幫手關心您。
",like
1023,"嘉義市已發現水稻稻熱病發生，籲請農友掌握防治時機。嘉義市政府、防檢局及田邊好幫手關心您
",1007,"乍暖還寒，防檢局籲請農友加強防治稻熱病
",like
1023,"嘉義市已發現水稻稻熱病發生，籲請農友掌握防治時機。嘉義市政府、防檢局及田邊好幫手關心您
",289,"連日降雨且溫差大濕度高，請農友加強防範穗稻熱病，避免產量損失。
",like
1023,"嘉義市已發現水稻稻熱病發生，籲請農友掌握防治時機。嘉義市政府、防檢局及田邊好幫手關心您
",817,"本所近日監測縣內水稻田區，發現已有零星穗稻熱病發生，籲請提醒轄內農民加強穗稻熱病防範工作，宜蘭縣政府、防檢局及田邊好幫手關心您。
",like
1023,"嘉義市已發現水稻稻熱病發生，籲請農友掌握防治時機。嘉義市政府、防檢局及田邊好幫手關心您
",893,"稻熱病已零星發生，屏東縣政府籲請農友加強注意防範稻熱病，屏東縣政府、防檢局及田邊好幫手關心您。
",like
1023,"嘉義市已發現水稻稻熱病發生，籲請農友掌握防治時機。嘉義市政府、防檢局及田邊好幫手關心您
",1010,"提早入梅，請加強防範水稻稻熱病發生
",like
1023,"嘉義市已發現水稻稻熱病發生，籲請農友掌握防治時機。嘉義市政府、防檢局及田邊好幫手關心您
",809,"縣內已有零星稻熱病發生，籲請農友加強稻熱病防範工作。宜蘭縣政府、防檢局及田邊好幫手關心您。
",like
